,Precip,MaxTemp,MinTemp,MeanTemp,Snowfall,YR,MO,ELEV,Latitude,Longitude
174,0.0,-5.0,-12.77777778,-8.888888889,7.62,43,11,50,67.01666667,-50.7
175,0.0,-20.0,-30.0,-25.0,5.08,45,2,50,67.01666667,-50.7
176,0.0,31.11111111,21.66666667,26.66666667,0.0,43,10,23,8.383333333,-82.33333333
177,0.0,22.77777778,7.777777778,15.55555556,0.0,45,5,27,-27.6,152.8166667
178,0.0,26.11111111,18.33333333,22.22222222,0.0,43,11,71,30.13333333,31.35
179,24.638,2.777777778,-0.555555556,1.111111111,12.7,45,11,62,60.68333333,-46.63333333
180,0.762,30.55555556,26.11111111,28.33333333,0.0,44,8,55,13.06666667,-59.58333333
181,0.0,33.33333333,26.11111111,30.0,0.0,44,9,9,12.18333333,-68.96666667
182,0.0,-1.111111111,-10.0,-5.555555556,10.16,45,1,100,48.73333333,2.366666667
183,0.0,-3.888888889,-32.22222222,-17.77777778,10.16,44,2,50,67.01666667,-50.7
184,0.0,32.22222222,23.33333333,27.77777778,0.0,45,12,9999,6.233333333,-10.43333333
185,0.0,-7.222222222,-12.77777778,-10.0,5.08,42,1,50,67.01666667,-50.7
186,0.0,26.11111111,20.0,23.33333333,0.0,44,10,271,21.48333333,-158.05
187,0.254,-4.444444444,-13.88888889,-8.888888889,5.08,44,3,50,67.01666667,-50.7
188,0.0,4.444444444,-12.77777778,-3.888888889,5.08,45,1,50,67.01666667,-50.7
189,0.0,-2.222222222,-8.888888889,-5.555555556,2.54,43,12,8,64.13333333,-21.91666667
190,0.0,-11.66666667,-20.0,-15.55555556,5.08,42,4,50,67.01666667,-50.7
191,0.0,31.11111111,26.11111111,28.88888889,0.0,43,4,12,-10.6,142.1666667
192,0.0,8.888888889,1.111111111,5.0,0.0,44,11,74,41.43333333,15.61666667
193,0.0,-17.77777778,-20.55555556,-18.88888889,5.08,42,1,50,67.01666667,-50.7
194,0.0,28.88888889,15.55555556,22.22222222,0.0,44,12,8,-21.16666667,149.3
195,4.572,1.111111111,-10.0,-4.444444444,7.62,44,10,50,67.01666667,-50.7
196,0.0,-2.222222222,-15.0,-8.888888889,10.16,44,2,50,67.01666667,-50.7
197,0.0,18.33333333,12.22222222,15.55555556,0.0,44,10,28,41.13333333,16.81666667
198,1.27,6.666666667,-1.111111111,2.222222222,2.54,42,11,62,60.68333333,-46.63333333
199,0.0,3.888888889,-5.0,-0.555555556,60.96,44,2,62,60.68333333,-46.63333333
200,28.702,26.66666667,19.44444444,22.77777778,0.0,42,11,271,21.48333333,-158.05
201,0.0,32.77777778,21.11111111,26.66666667,0.0,44,8,4,36.85,10.01666667
202,0.0,17.77777778,10.0,13.88888889,0.0,44,7,8,64.13333333,-21.91666667
203,0.0,1.111111111,-2.222222222,-0.555555556,5.08,43,2,8,64.13333333,-21.91666667
204,0.0,29.44444444,23.33333333,26.66666667,0.0,43,4,8,13.73333333,-60.85
205,0.0,29.44444444,13.33333333,21.11111111,0.0,44,4,461,31.65,-8.15
206,0.0,28.33333333,19.44444444,23.88888889,0.0,41,11,42,21.15,-157.0333333
207,0.0,35.0,22.22222222,28.88888889,0.0,45,4,22,8.366666667,-80.0
208,0.0,-1.666666667,-22.22222222,-11.66666667,7.62,42,1,11,61.18333333,-45.36666667
209,0.0,-10.0,-17.77777778,-13.88888889,10.16,42,3,50,67.01666667,-50.7
210,0.0,31.11111111,24.44444444,27.77777778,0.0,44,9,21,14.75,-17.05
211,0.0,30.0,22.77777778,26.66666667,0.0,44,8,22,8.366666667,-80.0
212,0.0,5.555555556,0.0,2.777777778,5.08,43,1,62,60.68333333,-46.63333333
213,0.0,2.222222222,-1.111111111,0.555555556,5.08,43,1,11,61.18333333,-45.36666667
214,0.0,-12.77777778,-28.33333333,-20.55555556,5.08,44,3,50,67.01666667,-50.7
215,0.254,28.88888889,21.66666667,25.55555556,0.0,44,8,15,-6.616666667,147.85
216,0.0,20.0,16.11111111,17.77777778,0.0,44,12,1,26.26666667,50.56666667
217,2.032,-4.444444444,-6.666666667,-5.555555556,7.62,42,11,50,67.01666667,-50.7
218,0.0,3.333333333,-11.11111111,-3.888888889,7.62,42,2,50,67.01666667,-50.7
219,0.0,32.22222222,26.11111111,28.88888889,0.0,44,5,14,7.733333333,-80.0
220,0.0,25.0,12.22222222,18.88888889,0.0,44,2,111,27.48333333,95.11666667
221,0.0,-10.0,-17.22222222,-13.33333333,5.08,45,12,50,67.01666667,-50.7
222,0.0,0.0,-7.222222222,-3.333333333,7.62,44,1,8,64.13333333,-21.91666667
223,0.0,33.88888889,22.77777778,28.33333333,0.0,44,9,47,-2.583333333,-44.23333333
224,0.0,31.66666667,26.66666667,28.88888889,0.0,45,11,9,12.18333333,-68.96666667
225,0.0,2.777777778,-9.444444444,-3.333333333,20.32,44,11,50,67.01666667,-50.7
226,0.0,5.0,1.666666667,3.333333333,12.7,45,12,62,60.68333333,-46.63333333
227,0.0,28.33333333,12.77777778,20.55555556,0.0,44,1,131,22.45,86.71666667
228,0.0,28.88888889,23.88888889,26.66666667,0.0,43,9,21,24.9,67.25
229,15.748,0.0,-6.111111111,-3.333333333,30.48,45,3,62,60.68333333,-46.63333333
230,0.508,22.77777778,11.66666667,17.22222222,0.0,45,3,2326,15.28333333,38.9
231,0.0,31.66666667,16.66666667,24.44444444,0.0,44,11,17,17.05,54.06666667
232,1.27,25.55555556,19.44444444,22.22222222,0.0,40,4,271,21.48333333,-158.05
233,0.0,27.77777778,23.88888889,25.55555556,0.0,45,8,38,-3.833333333,-32.48333333
234,0.0,32.22222222,20.55555556,26.66666667,0.0,45,12,9999,6.233333333,-10.43333333
235,0.0,-19.44444444,-25.55555556,-22.22222222,7.62,44,12,11,61.18333333,-45.36666667
236,1.524,1.666666667,-2.222222222,0.0,7.62,43,12,8,64.13333333,-21.91666667
237,0.0,-27.22222222,-33.33333333,-30.0,5.08,45,1,50,67.01666667,-50.7
238,0.0,44.44444444,23.33333333,33.88888889,0.0,44,8,45,33.36666667,43.65
239,0.0,31.11111111,26.66666667,28.88888889,0.0,45,6,3,8.716666667,167.7833333
240,0.0,-5.555555556,-14.44444444,-10.0,12.7,43,2,11,61.18333333,-45.36666667
241,0.762,26.66666667,22.22222222,24.44444444,0.0,43,9,3,6.45,3.433333333
242,0.0,-13.88888889,-18.88888889,-16.66666667,5.08,43,2,50,67.01666667,-50.7
243,0.0,1.666666667,-2.222222222,-3.333333333,2.54,42,1,8,64.13333333,-21.91666667
244,0.0,30.55555556,25.0,27.77777778,0.0,44,10,21,14.75,-17.05
245,8.636,0.0,-3.333333333,-1.666666667,27.94,45,12,62,60.68333333,-46.63333333
246,0.0,-5.555555556,-15.0,-10.55555556,7.62,45,1,50,67.01666667,-50.7
247,0.0,35.0,16.66666667,25.55555556,0.0,45,10,783,32.93333333,39.76666667
248,0.0,-12.22222222,-21.66666667,-18.88888889,12.7,45,4,50,67.01666667,-50.7
249,0.0,-10.0,-16.11111111,-13.33333333,7.62,45,1,50,67.01666667,-50.7
250,0.0,24.44444444,8.888888889,16.66666667,0.0,42,12,21,24.9,67.25
251,1.016,0.555555556,-6.111111111,-2.777777778,5.08,43,11,11,61.18333333,-45.36666667
252,0.0,1.666666667,-3.333333333,-1.111111111,30.48,44,2,11,61.18333333,-45.36666667
253,0.0,31.66666667,21.11111111,26.66666667,0.0,45,1,13,-23.4,150.5333333
254,0.254,30.0,21.66666667,25.55555556,0.0,43,6,5,13.91666667,-90.83333333
255,1.27,-8.333333333,-21.11111111,-14.44444444,17.78,43,11,50,67.01666667,-50.7
256,0.0,-15.0,-23.33333333,-18.88888889,20.32,43,3,11,61.18333333,-45.36666667
257,0.0,0.0,-3.333333333,-1.666666667,5.08,43,10,62,60.68333333,-46.63333333
258,0.0,-1.111111111,-10.0,-5.555555556,66.04,44,1,62,60.68333333,-46.63333333
259,0.0,35.0,24.44444444,30.0,0.0,45,4,9,8.966666667,-79.5
260,0.0,-4.444444444,-12.77777778,-8.888888889,12.7,43,11,50,67.01666667,-50.7
261,0.0,25.55555556,14.44444444,20.0,0.0,44,11,75,26.71666667,92.71666667
262,0.0,28.33333333,13.33333333,21.11111111,0.0,45,10,45,33.36666667,43.65
263,4.318,10.55555556,3.333333333,7.222222222,0.0,45,1,18,42.0,9.45
264,0.0,32.77777778,23.33333333,27.77777778,0.0,44,6,63,12.13333333,-86.23333333
265,11.684,-5.555555556,-16.11111111,-11.11111111,17.78,44,11,50,67.01666667,-50.7
266,0.0,24.44444444,10.55555556,17.77777778,0.0,42,7,188,-20.68333333,140.5833333
267,0.0,-8.333333333,-20.0,-14.44444444,5.08,44,4,50,67.01666667,-50.7
268,0.0,32.22222222,21.11111111,26.66666667,0.0,45,1,16,8.916666667,-79.63333333
269,3.302,-11.11111111,-20.55555556,-15.55555556,5.08,45,3,50,67.01666667,-50.7
270,0.0,-8.333333333,-14.44444444,-11.11111111,5.08,43,10,50,67.01666667,-50.7
271,0.0,1.666666667,-2.777777778,-0.555555556,2.54,43,1,50,67.01666667,-50.7
272,0.0,31.66666667,24.44444444,27.77777778,0.0,45,6,114,38.11666667,13.36666667
273,1.778,-8.888888889,-18.88888889,-13.88888889,5.08,44,11,50,67.01666667,-50.7
274,2.032,4.444444444,-6.111111111,-1.111111111,10.16,44,2,50,67.01666667,-50.7
275,0.0,31.66666667,23.33333333,27.77777778,0.0,44,1,10,8.916666667,-79.65
276,0.0,28.33333333,21.66666667,25.0,0.0,43,4,41,10.61666667,-61.01666667
277,0.0,17.77777778,6.666666667,12.22222222,0.0,44,1,71,30.13333333,31.35
278,3.81,6.111111111,-3.888888889,1.111111111,17.78,42,11,62,60.68333333,-46.63333333
279,0.0,-4.444444444,-9.444444444,-6.666666667,22.86,45,2,62,60.68333333,-46.63333333
280,0.0,27.77777778,13.88888889,21.11111111,0.0,44,11,111,27.48333333,95.11666667
281,0.0,-6.111111111,-12.77777778,-9.444444444,7.62,43,3,50,67.01666667,-50.7
282,0.0,15.55555556,0.0,7.777777778,0.0,45,11,20,37.55,126.7
283,0.0,35.55555556,26.11111111,31.11111111,0.0,45,7,2,25.35,55.45
284,0.254,-8.333333333,-10.55555556,-9.444444444,48.26,44,2,62,60.68333333,-46.63333333
285,0.0,6.666666667,1.666666667,4.444444444,2.54,43,10,11,61.18333333,-45.36666667
286,0.0,30.55555556,23.33333333,26.66666667,0.0,45,8,114,38.11666667,13.36666667
287,0.0,29.44444444,17.22222222,23.33333333,0.0,44,1,5,21.58333333,-158.2166667
288,5.588,20.55555556,17.77777778,18.88888889,0.0,44,9,55,38.76666667,-27.03333333
289,0.508,22.22222222,18.33333333,20.0,0.0,45,12,114,24.78333333,141.2666667
290,0.0,43.88888889,25.55555556,34.44444444,0.0,45,5,167,27.16666667,78.1
291,1.27,30.0,23.88888889,26.66666667,0.0,45,11,16,8.916666667,-79.63333333
292,0.254,-4.444444444,-7.777777778,-6.111111111,5.08,44,1,50,63.96666667,-22.61666667
293,0.0,36.11111111,20.55555556,28.33333333,0.0,43,4,167,27.16666667,78.1
294,0.0,-1.111111111,-24.44444444,-12.77777778,30.48,45,1,11,61.18333333,-45.36666667
295,0.0,41.66666667,27.22222222,34.44444444,0.0,43,6,167,27.16666667,78.1
296,0.762,25.55555556,20.0,22.77777778,0.0,44,11,271,21.48333333,-158.05
297,0.762,30.0,25.0,27.77777778,0.0,43,4,8,13.73333333,-60.85
298,0.0,-2.222222222,-5.0,-3.333333333,5.08,44,1,50,63.96666667,-22.61666667
299,0.0,34.44444444,27.22222222,31.11111111,0.0,45,7,114,24.78333333,141.2666667
